date,region,new_cases,new_deaths
2020-03-09,충북,1,0
2020-03-10,강원,0,0
2020-03-10,검역,0,0
2020-03-10,경기,10,0
2020-03-10,경남,0,0
2020-03-10,경북,10,0
2020-03-10,계(명),131,3
2020-03-10,광주,0,0
2020-03-10,대구,92,3
2020-03-10,대전,0,0
2020-03-10,부산,0,0
2020-03-10,서울,11,0
2020-03-10,세종,2,0
2020-03-10,울산,0,0
2020-03-10,인천,4,0
2020-03-10,전남,0,0
2020-03-10,전북,0,0
2020-03-10,제주,0,0
2020-03-10,충남,2,0
2020-03-10,충북,0,0
2020-03-11,강원,1,0
2020-03-11,검역,0,0
2020-03-11,경기,11,0
2020-03-11,경남,1,0
2020-03-11,경북,18,0
2020-03-11,계(명),242,6
2020-03-11,광주,0,0
2020-03-11,대구,131,6
2020-03-11,대전,0,0
2020-03-11,부산,2,0
2020-03-11,서울,53,0
2020-03-11,세종,2,0
2020-03-11,울산,1,0
2020-03-11,인천,12,0
2020-03-11,전남,0,0
2020-03-11,전북,0,0
2020-03-11,제주,0,0
2020-03-11,충남,8,0
2020-03-11,충북,2,0
2020-03-12,강원,0,0
