date,vax1_rate,vax2_rate,vax3_rate,fatality_rate_7d
2022-04-03,83.75290993131892,82.9053732007743,61.1257011139967,0.11261589526235909
2022-04-04,83.75821015986384,82.91028532086807,61.16593502343195,0.11254290416739018
2022-04-05,83.76178546195922,82.91364304701358,61.18835906727582,0.11585925995093325
2022-04-06,83.7658958832827,82.91659698355839,61.21917056598052,0.12138276274814173
2022-04-07,83.77060218828873,82.92005271688852,61.25733848396371,0.12693281355851627
2022-04-08,83.78566589256671,82.92716411820544,61.314155209038745,0.13359405319879392
2022-04-09,83.79226569637986,82.92953981236093,61.335381605086404,0.14026667015426064
2022-04-10,83.79231469997217,82.92956921451632,61.33568542735877,0.14855185919366765
2022-04-11,83.79468255355289,82.93254863292916,61.36053612909412,0.15521752939225555
2022-04-12,83.79672894356801,82.93493608794678,61.37649561903964,0.15879595816033568
2022-04-13,83.79962995623312,82.9372274959235,61.399846810850136,0.1556854152211469
2022-04-14,83.80229771179883,82.93995601594365,61.428014075713456,0.16317072622217707
2022-04-15,83.81258846618522,82.94570511739418,61.473648181021936,0.1648375173043714
2022-04-16,83.81586778658301,82.9478318733007,61.48738486802,0.17087136730635616
2022-04-17,83.81590306916948,82.94787695660564,61.487600483826185,0.17067795877803224
2022-04-18,83.81730261176602,82.94962344463578,61.50297781109499,0.16515472219769903
2022-04-19,83.81854534286715,82.95128956677453,61.514411329254195,0.1785818876846631
2022-04-20,83.82045844311118,82.95324971046718,61.530980423888124,0.1961446154582156
2022-04-21,83.822532275138,82.95585670157838,61.549231321810346,0.18807812077291905
2022-04-22,83.82952802797705,82.96290733844084,61.57910587182997,0.19241713450742137
2022-04-23,83.83198016773655,82.96524186957878,61.588108811810294,0.18326819649200063
2022-04-24,83.83201545032301,82.96530067388956,61.58832246747279,0.17611458646157294
2022-04-25,83.8335384819722,82.96739410735331,61.604142787216134,0.17637909005055274
2022-04-26,83.8350850353457,82.96916607725146,61.61698760883404,0.1797745289052159
2022-04-27,83.83692168998572,82.97108701807025,61.63158871920056,0.1871390570337069
2022-04-28,83.83883283008603,82.97347839337527,61.64876545837921,0.19489900784489783
2022-04-29,83.84410365647557,82.97916084994026,61.67815781305044,0.19271636792216718
2022-04-30,83.8464381876135,82.98117979794368,61.68807221984783,0.18803360057342883
2022-05-01,83.84646170933782,82.98120723995538,61.688291755941414,0.19371541969483907
2022-05-02,83.84793769753838,82.98286160123197,61.71173899479284,0.19362908423547917
2022-05-03,83.84925491409983,82.98447871977841,61.7291254693466,0.20062323786912006
2022-05-04,83.85085439135304,82.98612916076762,61.74473801385852,0.1966065960219501
2022-05-05,83.85095827896875,82.98623696867071,61.74558479593375,0.19212459194776932
2022-05-06,83.85450809919614,82.99074921945117,61.773207140850516,0.17652348650539007
2022-05-07,83.85557637750863,82.99208407730588,61.780114687223396,0.1834662744715496
2022-05-08,83.85560381952033,82.99210367874281,61.78024405670711,0.17818680971211112
2022-05-09,83.85687595277685,82.99367963427169,61.80100197841223,0.16262396364351936
2022-05-10,83.85790894850287,82.99506545586239,61.81385268046121,0.16857054416212608
2022-05-11,83.85896350580951,82.99658652736788,61.827318867629685,0.1555168558978532
2022-05-12,83.86021603762912,82.99818992490846,61.841086916926834,0.1535451789152072
2022-05-13,83.86287203233265,83.00160645536474,61.85953578936202,0.15170920623303752
2022-05-14,83.86417160760087,83.00295895451268,61.86567299926369,0.14663512030024534
2022-05-15,83.86420100975627,83.00298051609329,61.86581020932218,0.1463987177491618
2022-05-16,83.86520460332689,83.00427813121783,61.87806894797598,0.14843041347852318
2022-05-17,83.86609058827598,83.00544245657126,61.887691293363176,0.1423946418797948
2022-05-18,83.8669922543746,83.00673027097733,61.89778603338031,0.15219425700635375
2022-05-19,83.86787627917998,83.00815333529819,61.908425693343986,0.14442430015671573
2022-05-20,83.86990110761448,83.01151302158738,61.92371481414662,0.14472627047850123
2022-05-21,83.8708811794608,83.01287336131007,61.928683778407475,0.13419791993224103
2022-05-22,83.87089294032295,83.01289884317808,61.92884058990289,0.14229932948555946
2022-05-23,83.87173188182341,83.0142239003143,61.93847861643963,0.13749412604208366
2022-05-24,83.872455174846,83.01545291040959,61.94595068419599,0.1399738389506241
2022-05-25,83.87334704022614,83.01711707240464,61.95428913546451,0.1414825579534324
2022-05-26,83.87437611566479,83.02053948329201,61.963588057142424,0.14909014166967344
2022-05-27,83.87664008162979,83.03285310596921,61.97657988953728,0.15685764265371327
2022-05-28,83.87758095060227,83.0385571241148,61.98105293744389,0.17558379678689387
2022-05-29,83.87759467160811,83.03860220741974,61.981168585921765,0.15655321994096638
2022-05-30,83.87848653698826,83.04136012959529,61.990600797370774,0.15151005016666105
2022-05-31,83.87945288782875,83.04379462806156,61.99772199940615,0.15504300163251158
2022-06-01,83.87962342032999,83.04467277243587,61.99896669065098,0.16553191908642145
2022-06-02,83.88049568427323,83.0479952159949,62.01026103860801,0.15988246478264626
2022-06-03,83.88234998020647,83.0596149478049,62.02171023791675,0.14119826495572024
2022-06-04,83.88320264271277,83.06407819499306,62.02524045670721,0.11374451588941248
2022-06-05,83.88321244343123,83.06412719858537,62.02530906173646,0.1187890714054307
